"Food_Web","Mode","Rank","variable","value","Kind"
"Serengeti_deVisser","out",2,"ZeroAICC",0.403149967993497,"Strain"
"Serengeti_deVisser","out",3,"ZeroAICC",0.532958383906393,"Strain"
"Serengeti_deVisser","out",4,"ZeroAICC",0.282871853877837,"Strain"
"Serengeti_deVisser","out",5,"ZeroAICC",0.754137018536989,"Strain"
"Serengeti_deVisser","out",6,"ZeroAICC",0.730821625637535,"Strain"
"Serengeti_deVisser","out",7,"ZeroAICC",0.748362132786694,"Strain"
"Serengeti_deVisser","out",8,"ZeroAICC",0.559819583497167,"Strain"
"Serengeti_deVisser","out",9,"ZeroAICC",0.0143262946509467,"Strain"
"Serengeti_deVisser","out",10,"ZeroAICC",0.757168761660135,"Strain"
"Serengeti_deVisser","out",11,"ZeroAICC",1.13046166037818e-08,"Strain"
"Serengeti_deVisser","out",12,"ZeroAICC",0.0137721740072281,"Strain"
"Serengeti_deVisser","out",13,"ZeroAICC",5.23350242273479e-10,"Strain"
"Serengeti_deVisser","out",14,"ZeroAICC",0.0366391817403419,"Strain"
"Serengeti_deVisser","out",15,"ZeroAICC",0.753845787916657,"Strain"
"Serengeti_deVisser","in",2,"ZeroAICC",0.758021060415438,"Strain"
"Serengeti_deVisser","in",3,"ZeroAICC",0.759679777679245,"Strain"
"Serengeti_deVisser","in",4,"ZeroAICC",0.453629076137964,"Strain"
"Serengeti_deVisser","in",5,"ZeroAICC",0.753874790834568,"Strain"
"Serengeti_deVisser","in",6,"ZeroAICC",0.682427713983291,"Strain"
"Serengeti_deVisser","in",7,"ZeroAICC",0.748051032157368,"Strain"
"Serengeti_deVisser","in",8,"ZeroAICC",0.740682528490344,"Strain"
"Serengeti_deVisser","in",9,"ZeroAICC",0.644002614414372,"Strain"
"Serengeti_deVisser","in",10,"ZeroAICC",0.746261331020726,"Strain"
"Serengeti_deVisser","in",11,"ZeroAICC",2.62536299582398e-06,"Strain"
"Serengeti_deVisser","in",12,"ZeroAICC",0.00576557098796915,"Strain"
"Serengeti_deVisser","in",13,"ZeroAICC",1.19429322886529e-05,"Strain"
"Serengeti_deVisser","in",14,"ZeroAICC",0.0128644220378375,"Strain"
"Serengeti_deVisser","in",15,"ZeroAICC",0.754764619023121,"Strain"
"Serengeti_deVisser","all",1,"ZeroAICC",0.751199697288883,"Strain"
"Serengeti_deVisser","all",2,"ZeroAICC",0.757635895231125,"Strain"
"Serengeti_deVisser","all",3,"ZeroAICC",0.759051827989082,"Strain"
"Serengeti_deVisser","all",4,"ZeroAICC",0.407685852606182,"Strain"
"Serengeti_deVisser","all",5,"ZeroAICC",0.753967271828695,"Strain"
"Serengeti_deVisser","all",6,"ZeroAICC",0.70811045087801,"Strain"
"Serengeti_deVisser","all",7,"ZeroAICC",0.748787407025574,"Strain"
"Serengeti_deVisser","all",8,"ZeroAICC",0.749052998184348,"Strain"
"Serengeti_deVisser","all",9,"ZeroAICC",0.521991518351899,"Strain"
"Serengeti_deVisser","all",10,"ZeroAICC",0.755694046114862,"Strain"
"Serengeti_deVisser","all",11,"ZeroAICC",1.49486018298306e-07,"Strain"
"Serengeti_deVisser","all",12,"ZeroAICC",0.0292439507705566,"Strain"
"Serengeti_deVisser","all",13,"ZeroAICC",6.12332600891934e-08,"Strain"
"Serengeti_deVisser","all",14,"ZeroAICC",0.0240334857626734,"Strain"
"Serengeti_deVisser","all",15,"ZeroAICC",0.7545366564847,"Strain"
"Serengeti_Baskerville","out",2,"ZeroAICC",1.05682442963106e-40,"Strain"
"Serengeti_Baskerville","out",3,"ZeroAICC",2.3262299857419e-32,"Strain"
"Serengeti_Baskerville","out",4,"ZeroAICC",2.91416196197517e-22,"Strain"
"Serengeti_Baskerville","out",5,"ZeroAICC",2.69464553256454e-39,"Strain"
"Serengeti_Baskerville","out",6,"ZeroAICC",8.64833426540969e-16,"Strain"
"Serengeti_Baskerville","out",7,"ZeroAICC",4.20717521787436e-07,"Strain"
"Serengeti_Baskerville","out",8,"ZeroAICC",5.83298553240556e-05,"Strain"
"Serengeti_Baskerville","out",9,"ZeroAICC",1.02637677704651e-19,"Strain"
"Serengeti_Baskerville","out",10,"ZeroAICC",1.95099835573223e-11,"Strain"
"Serengeti_Baskerville","out",11,"ZeroAICC",1.43080382284158e-20,"Strain"
"Serengeti_Baskerville","out",12,"ZeroAICC",2.90424499231644e-16,"Strain"
"Serengeti_Baskerville","out",13,"ZeroAICC",2.1425496054872e-19,"Strain"
"Serengeti_Baskerville","out",14,"ZeroAICC",0.129662604119966,"Strain"
"Serengeti_Baskerville","out",15,"ZeroAICC",4.73270027609452e-10,"Strain"
"Serengeti_Baskerville","in",2,"ZeroAICC",5.09985559221844e-17,"Strain"
"Serengeti_Baskerville","in",3,"ZeroAICC",6.85313337388343e-17,"Strain"
"Serengeti_Baskerville","in",4,"ZeroAICC",5.8328620573333e-12,"Strain"
"Serengeti_Baskerville","in",5,"ZeroAICC",3.41116204970028e-31,"Strain"
"Serengeti_Baskerville","in",6,"ZeroAICC",1.27567050523006e-10,"Strain"
"Serengeti_Baskerville","in",7,"ZeroAICC",3.54733260813755e-05,"Strain"
"Serengeti_Baskerville","in",8,"ZeroAICC",0.209581090151065,"Strain"
"Serengeti_Baskerville","in",9,"ZeroAICC",3.85504468371436e-14,"Strain"
"Serengeti_Baskerville","in",10,"ZeroAICC",0.211960438526716,"Strain"
"Serengeti_Baskerville","in",11,"ZeroAICC",3.6566964073372e-18,"Strain"
"Serengeti_Baskerville","in",12,"ZeroAICC",1.91006858236792e-05,"Strain"
"Serengeti_Baskerville","in",13,"ZeroAICC",1.99899602631682e-10,"Strain"
"Serengeti_Baskerville","in",14,"ZeroAICC",0.711898084701839,"Strain"
"Serengeti_Baskerville","in",15,"ZeroAICC",0.0564960708696595,"Strain"
"Serengeti_Baskerville","all",1,"ZeroAICC",9.22065396597841e-40,"Strain"
"Serengeti_Baskerville","all",2,"ZeroAICC",4.07462511050463e-40,"Strain"
"Serengeti_Baskerville","all",3,"ZeroAICC",6.62115246755977e-32,"Strain"
"Serengeti_Baskerville","all",4,"ZeroAICC",5.00456952143729e-20,"Strain"
"Serengeti_Baskerville","all",5,"ZeroAICC",9.49530290941408e-38,"Strain"
"Serengeti_Baskerville","all",6,"ZeroAICC",1.85714046653708e-15,"Strain"
"Serengeti_Baskerville","all",7,"ZeroAICC",1.90901448696528e-06,"Strain"
"Serengeti_Baskerville","all",8,"ZeroAICC",0.00155960463785798,"Strain"
"Serengeti_Baskerville","all",9,"ZeroAICC",1.08670241614117e-18,"Strain"
"Serengeti_Baskerville","all",10,"ZeroAICC",2.15415603859804e-05,"Strain"
"Serengeti_Baskerville","all",11,"ZeroAICC",3.49512938337393e-20,"Strain"
"Serengeti_Baskerville","all",12,"ZeroAICC",1.05429737688514e-12,"Strain"
"Serengeti_Baskerville","all",13,"ZeroAICC",6.1564854492899e-17,"Strain"
"Serengeti_Baskerville","all",14,"ZeroAICC",0.650203992774827,"Strain"
"Serengeti_Baskerville","all",15,"ZeroAICC",6.38450636549944e-09,"Strain"
"Serengeti_deVisser","out",2,"BmAICC",0.000350793368410914,"Strain"
"Serengeti_deVisser","out",3,"BmAICC",4.1471663118165e-05,"Strain"
"Serengeti_deVisser","out",4,"BmAICC",0.0036453642466336,"Strain"
"Serengeti_deVisser","out",5,"BmAICC",5.7610193552642e-07,"Strain"
"Serengeti_deVisser","out",6,"BmAICC",3.1140224883371e-24,"Strain"
"Serengeti_deVisser","out",7,"BmAICC",1.32255182865989e-26,"Strain"
"Serengeti_deVisser","out",8,"BmAICC",0.007951676589058,"Strain"
"Serengeti_deVisser","out",9,"BmAICC",0.390805190224831,"Strain"
"Serengeti_deVisser","out",10,"BmAICC",1.52384396619034e-19,"Strain"
"Serengeti_deVisser","out",11,"BmAICC",0.32650485088477,"Strain"
"Serengeti_deVisser","out",12,"BmAICC",0.306768885007706,"Strain"
"Serengeti_deVisser","out",13,"BmAICC",0.142976977043218,"Strain"
"Serengeti_deVisser","out",14,"BmAICC",0.044395774085258,"Strain"
"Serengeti_deVisser","out",15,"BmAICC",1.32362548484455e-08,"Strain"
"Serengeti_deVisser","in",2,"BmAICC",5.51748140877107e-12,"Strain"
"Serengeti_deVisser","in",3,"BmAICC",3.93542637027773e-09,"Strain"
"Serengeti_deVisser","in",4,"BmAICC",8.75780053566763e-06,"Strain"
"Serengeti_deVisser","in",5,"BmAICC",6.61780556635111e-08,"Strain"
"Serengeti_deVisser","in",6,"BmAICC",4.11723718705142e-23,"Strain"
"Serengeti_deVisser","in",7,"BmAICC",2.04621317936569e-25,"Strain"
"Serengeti_deVisser","in",8,"BmAICC",7.97763120266788e-07,"Strain"
"Serengeti_deVisser","in",9,"BmAICC",1.2202709919404e-05,"Strain"
"Serengeti_deVisser","in",10,"BmAICC",2.22348496064205e-17,"Strain"
"Serengeti_deVisser","in",11,"BmAICC",0.598794119151597,"Strain"
"Serengeti_deVisser","in",12,"BmAICC",0.0141340080374131,"Strain"
"Serengeti_deVisser","in",13,"BmAICC",0.583199654624262,"Strain"
"Serengeti_deVisser","in",14,"BmAICC",0.0161048764670768,"Strain"
"Serengeti_deVisser","in",15,"BmAICC",2.19902055500213e-09,"Strain"
"Serengeti_deVisser","all",1,"BmAICC",4.04787413107719e-16,"Strain"
"Serengeti_deVisser","all",2,"BmAICC",3.49181455498881e-10,"Strain"
"Serengeti_deVisser","all",3,"BmAICC",2.96247550678899e-08,"Strain"
"Serengeti_deVisser","all",4,"BmAICC",6.00293812089696e-05,"Strain"
"Serengeti_deVisser","all",5,"BmAICC",1.59557589760423e-07,"Strain"
"Serengeti_deVisser","all",6,"BmAICC",1.05782543292741e-23,"Strain"
"Serengeti_deVisser","all",7,"BmAICC",5.52911429206829e-26,"Strain"
"Serengeti_deVisser","all",8,"BmAICC",1.89811821680279e-05,"Strain"
"Serengeti_deVisser","all",9,"BmAICC",0.00455039027586369,"Strain"
"Serengeti_deVisser","all",10,"BmAICC",3.58133525351704e-18,"Strain"
"Serengeti_deVisser","all",11,"BmAICC",0.508379433371939,"Strain"
"Serengeti_deVisser","all",12,"BmAICC",0.0750755354273943,"Strain"
"Serengeti_deVisser","all",13,"BmAICC",0.539846070097627,"Strain"
"Serengeti_deVisser","all",14,"BmAICC",0.0186688795558604,"Strain"
"Serengeti_deVisser","all",15,"BmAICC",1.24261719367952e-09,"Strain"
"Serengeti_Baskerville","out",2,"BmAICC",0.581970838126345,"Strain"
"Serengeti_Baskerville","out",3,"BmAICC",0.369511420631303,"Strain"
"Serengeti_Baskerville","out",4,"BmAICC",0.31595157468612,"Strain"
"Serengeti_Baskerville","out",5,"BmAICC",0.000114439722168323,"Strain"
"Serengeti_Baskerville","out",6,"BmAICC",0.276769891995111,"Strain"
"Serengeti_Baskerville","out",7,"BmAICC",0.000372789286615887,"Strain"
"Serengeti_Baskerville","out",8,"BmAICC",7.77314190829078e-09,"Strain"
"Serengeti_Baskerville","out",9,"BmAICC",0.0370517352583448,"Strain"
"Serengeti_Baskerville","out",10,"BmAICC",5.04330748962761e-05,"Strain"
"Serengeti_Baskerville","out",11,"BmAICC",0.0500157275519981,"Strain"
"Serengeti_Baskerville","out",12,"BmAICC",0.000150491656710202,"Strain"
"Serengeti_Baskerville","out",13,"BmAICC",0.00121348758270926,"Strain"
"Serengeti_Baskerville","out",14,"BmAICC",1.75422668540377e-14,"Strain"
"Serengeti_Baskerville","out",15,"BmAICC",1.02676685097079e-07,"Strain"
"Serengeti_Baskerville","in",2,"BmAICC",0.000927042711237329,"Strain"
"Serengeti_Baskerville","in",3,"BmAICC",0.000190091886695729,"Strain"
"Serengeti_Baskerville","in",4,"BmAICC",0.0409574335393403,"Strain"
"Serengeti_Baskerville","in",5,"BmAICC",0.0211851303431054,"Strain"
"Serengeti_Baskerville","in",6,"BmAICC",0.118687394934383,"Strain"
"Serengeti_Baskerville","in",7,"BmAICC",0.000357259798258039,"Strain"
"Serengeti_Baskerville","in",8,"BmAICC",3.55217313454789e-18,"Strain"
"Serengeti_Baskerville","in",9,"BmAICC",0.00152540224650984,"Strain"
"Serengeti_Baskerville","in",10,"BmAICC",3.13078260000641e-19,"Strain"
"Serengeti_Baskerville","in",11,"BmAICC",0.0320192358720834,"Strain"
"Serengeti_Baskerville","in",12,"BmAICC",4.34164914426951e-09,"Strain"
"Serengeti_Baskerville","in",13,"BmAICC",5.17352261813246e-06,"Strain"
"Serengeti_Baskerville","in",14,"BmAICC",5.79465079824831e-29,"Strain"
"Serengeti_Baskerville","in",15,"BmAICC",5.69956823296012e-16,"Strain"
"Serengeti_Baskerville","all",1,"BmAICC",0.584329533548473,"Strain"
"Serengeti_Baskerville","all",2,"BmAICC",0.582568425862988,"Strain"
"Serengeti_Baskerville","all",3,"BmAICC",0.364139687251811,"Strain"
"Serengeti_Baskerville","all",4,"BmAICC",0.259127352490067,"Strain"
"Serengeti_Baskerville","all",5,"BmAICC",0.000209530159627075,"Strain"
"Serengeti_Baskerville","all",6,"BmAICC",0.309345671329724,"Strain"
"Serengeti_Baskerville","all",7,"BmAICC",0.000385988729849049,"Strain"
"Serengeti_Baskerville","all",8,"BmAICC",3.14415733258219e-11,"Strain"
"Serengeti_Baskerville","all",9,"BmAICC",0.0261810147234915,"Strain"
"Serengeti_Baskerville","all",10,"BmAICC",1.25251815743907e-08,"Strain"
"Serengeti_Baskerville","all",11,"BmAICC",0.0553993846710615,"Strain"
"Serengeti_Baskerville","all",12,"BmAICC",1.03313077556826e-05,"Strain"
"Serengeti_Baskerville","all",13,"BmAICC",0.00032931529875931,"Strain"
"Serengeti_Baskerville","all",14,"BmAICC",9.28536322098082e-19,"Strain"
"Serengeti_Baskerville","all",15,"BmAICC",3.53186356913314e-08,"Strain"
"Serengeti_deVisser","out",2,"OuAICC",0.596384853100357,"Strain"
"Serengeti_deVisser","out",3,"OuAICC",0.466986622114559,"Strain"
"Serengeti_deVisser","out",4,"OuAICC",0.712294059889724,"Strain"
"Serengeti_deVisser","out",5,"OuAICC",0.245862217535881,"Strain"
"Serengeti_deVisser","out",6,"OuAICC",0.269178374362465,"Strain"
"Serengeti_deVisser","out",7,"OuAICC",0.251637867213306,"Strain"
"Serengeti_deVisser","out",8,"OuAICC",0.429635354508418,"Strain"
"Serengeti_deVisser","out",9,"OuAICC",0.467383996282818,"Strain"
"Serengeti_deVisser","out",10,"OuAICC",0.242831238339865,"Strain"
"Serengeti_deVisser","out",11,"OuAICC",0.106558730033835,"Strain"
"Serengeti_deVisser","out",12,"OuAICC",0.579399905909348,"Strain"
"Serengeti_deVisser","out",13,"OuAICC",0.0466548109622585,"Strain"
"Serengeti_deVisser","out",14,"OuAICC",0.904485316757828,"Strain"
"Serengeti_deVisser","out",15,"OuAICC",0.246154194531903,"Strain"
"Serengeti_deVisser","in",2,"OuAICC",0.241978939577246,"Strain"
"Serengeti_deVisser","in",3,"OuAICC",0.240320217102394,"Strain"
"Serengeti_deVisser","in",4,"OuAICC",0.546359310582784,"Strain"
"Serengeti_deVisser","in",5,"OuAICC",0.24612512141239,"Strain"
"Serengeti_deVisser","in",6,"OuAICC",0.317572286016709,"Strain"
"Serengeti_deVisser","in",7,"OuAICC",0.251948967842632,"Strain"
"Serengeti_deVisser","in",8,"OuAICC",0.259316413630894,"Strain"
"Serengeti_deVisser","in",9,"OuAICC",0.355981204023557,"Strain"
"Serengeti_deVisser","in",10,"OuAICC",0.253738668979274,"Strain"
"Serengeti_deVisser","in",11,"OuAICC",0.195466949134357,"Strain"
"Serengeti_deVisser","in",12,"OuAICC",0.97549096034961,"Strain"
"Serengeti_deVisser","in",13,"OuAICC",0.226508349287907,"Strain"
"Serengeti_deVisser","in",14,"OuAICC",0.965778223534742,"Strain"
"Serengeti_deVisser","in",15,"OuAICC",0.24523537806098,"Strain"
"Serengeti_deVisser","all",1,"OuAICC",0.248800302711116,"Strain"
"Serengeti_deVisser","all",2,"OuAICC",0.242364104305867,"Strain"
"Serengeti_deVisser","all",3,"OuAICC",0.240948132728156,"Strain"
"Serengeti_deVisser","all",4,"OuAICC",0.592234544663437,"Strain"
"Serengeti_deVisser","all",5,"OuAICC",0.246032516594859,"Strain"
"Serengeti_deVisser","all",6,"OuAICC",0.29188954912199,"Strain"
"Serengeti_deVisser","all",7,"OuAICC",0.251212592974426,"Strain"
"Serengeti_deVisser","all",8,"OuAICC",0.250921831150629,"Strain"
"Serengeti_deVisser","all",9,"OuAICC",0.471974114939456,"Strain"
"Serengeti_deVisser","all",10,"OuAICC",0.244305953885138,"Strain"
"Serengeti_deVisser","all",11,"OuAICC",0.166962060639693,"Strain"
"Serengeti_deVisser","all",12,"OuAICC",0.871195385448751,"Strain"
"Serengeti_deVisser","all",13,"OuAICC",0.177804364487947,"Strain"
"Serengeti_deVisser","all",14,"OuAICC",0.951208915541979,"Strain"
"Serengeti_deVisser","all",15,"OuAICC",0.245463341867591,"Strain"
"Serengeti_Baskerville","out",2,"OuAICC",0.206107220578527,"Strain"
"Serengeti_Baskerville","out",3,"OuAICC",0.499749486102544,"Strain"
"Serengeti_Baskerville","out",4,"OuAICC",0.572267296474417,"Strain"
"Serengeti_Baskerville","out",5,"OuAICC",4.05248696637487e-05,"Strain"
"Serengeti_Baskerville","out",6,"OuAICC",0.625308334001552,"Strain"
"Serengeti_Baskerville","out",7,"OuAICC",0.999494961055061,"Strain"
"Serengeti_Baskerville","out",8,"OuAICC",0.999941659623681,"Strain"
"Serengeti_Baskerville","out",9,"OuAICC",0.949843220211661,"Strain"
"Serengeti_Baskerville","out",10,"OuAICC",0.999931737430963,"Strain"
"Serengeti_Baskerville","out",11,"OuAICC",0.932294081487339,"Strain"
"Serengeti_Baskerville","out",12,"OuAICC",0.999796303086793,"Strain"
"Serengeti_Baskerville","out",13,"OuAICC",0.998357447023365,"Strain"
"Serengeti_Baskerville","out",14,"OuAICC",0.870337395880011,"Strain"
"Serengeti_Baskerville","out",15,"OuAICC",0.999999860559794,"Strain"
"Serengeti_Baskerville","in",2,"OuAICC",0.998745152226813,"Strain"
"Serengeti_Baskerville","in",3,"OuAICC",0.999742697840961,"Strain"
"Serengeti_Baskerville","in",4,"OuAICC",0.944556300567497,"Strain"
